"RecordCategory","RecordSubCategory","StartDate","FinishDate","Details"
"Sleep","","06-Sep-2020 10:10","06-Sep-2020 11:20",""
"Feeding","Left Breast","06-Sep-2020 10:07","06-Sep-2020 10:19",""
"Feeding","Right Breast","06-Sep-2020 09:29","06-Sep-2020 09:33",""
"Feeding","Left Breast","06-Sep-2020 08:07","06-Sep-2020 08:12",""
"Feeding","Right Breast","06-Sep-2020 08:05","06-Sep-2020 08:07",""
"Sleep","","06-Sep-2020 07:15","06-Sep-2020 08:01",""
"Sleep","","06-Sep-2020 05:10","06-Sep-2020 06:00",""
"Feeding","Right Breast","06-Sep-2020 04:54","06-Sep-2020 05:01",""
"Sleep","","06-Sep-2020 02:45","06-Sep-2020 04:53",""
"Feeding","Left Breast","06-Sep-2020 02:16","06-Sep-2020 02:22",""
"Sleep","","05-Sep-2020 23:22","06-Sep-2020 02:16",""
"Feeding","Right Breast","05-Sep-2020 23:02","05-Sep-2020 23:11",""
"Sleep","","05-Sep-2020 22:42","05-Sep-2020 23:02",""
"Sleep","","05-Sep-2020 21:56","05-Sep-2020 22:38",""
"Feeding","Right Breast","05-Sep-2020 21:47","05-Sep-2020 21:50",""
"Feeding","Left Breast","05-Sep-2020 21:00","05-Sep-2020 21:07",""
"Feeding","Right Breast","05-Sep-2020 20:03","05-Sep-2020 20:11",""
"Sleep","","05-Sep-2020 18:10","05-Sep-2020 20:01",""
"Feeding","Left Breast","05-Sep-2020 17:49","05-Sep-2020 17:57",""
"Sleep","","05-Sep-2020 17:38","05-Sep-2020 17:47",""
"Sleep","","05-Sep-2020 17:07","05-Sep-2020 17:38",""
"Feeding","Right Breast","05-Sep-2020 16:21","05-Sep-2020 16:29",""
"Sleep","","05-Sep-2020 15:30","05-Sep-2020 16:04",""
"Sleep","","05-Sep-2020 15:23","05-Sep-2020 15:25",""
"Feeding","Left Breast","05-Sep-2020 15:02","05-Sep-2020 15:08",""
"Feeding","Right Breast","05-Sep-2020 13:55","05-Sep-2020 14:08",""
"Sleep","","05-Sep-2020 12:43","05-Sep-2020 13:36",""
"Sleep","","05-Sep-2020 12:10","05-Sep-2020 12:43",""
"Feeding","Left Breast","05-Sep-2020 11:58","05-Sep-2020 12:05",""
"Sleep","","05-Sep-2020 10:16","05-Sep-2020 10:59",""
"Feeding","Right Breast","05-Sep-2020 10:09","05-Sep-2020 10:17",""
"Sleep","","05-Sep-2020 08:12","05-Sep-2020 10:08",""
"Feeding","Left Breast","05-Sep-2020 08:02","05-Sep-2020 08:13",""
"Sleep","","05-Sep-2020 06:10","05-Sep-2020 07:55",""
"Feeding","Right Breast","05-Sep-2020 05:24","05-Sep-2020 05:35",""
"Sleep","","05-Sep-2020 03:12","05-Sep-2020 05:25",""
"Feeding","Left Breast","05-Sep-2020 03:02","05-Sep-2020 03:13",""
"Feeding","Right Breast","04-Sep-2020 23:26","04-Sep-2020 23:39",""
"Sleep","","04-Sep-2020 23:00","05-Sep-2020 03:11",""
"Feeding","Left Breast","04-Sep-2020 21:50","04-Sep-2020 21:57",""
"Feeding","Right Breast","04-Sep-2020 21:49","04-Sep-2020 21:50",""
"Sleep","","04-Sep-2020 21:31","04-Sep-2020 21:49",""
"Feeding","Right Breast","04-Sep-2020 20:56","04-Sep-2020 21:00",""
"Sleep","","04-Sep-2020 20:35","04-Sep-2020 20:52",""
"Feeding","Left Breast","04-Sep-2020 20:27","04-Sep-2020 20:31",""
"Feeding","Right Breast","04-Sep-2020 19:10","04-Sep-2020 19:18",""
"Feeding","Left Breast","04-Sep-2020 18:09","04-Sep-2020 18:16",""
"Sleep","","04-Sep-2020 16:59","04-Sep-2020 17:44",""
"Feeding","Right Breast","04-Sep-2020 16:44","04-Sep-2020 16:49",""
"Feeding","Left Breast","04-Sep-2020 15:28","04-Sep-2020 15:32",""
"Feeding","Right Breast","04-Sep-2020 15:20","04-Sep-2020 15:27",""
"Sleep","","04-Sep-2020 14:41","04-Sep-2020 15:19",""
"Feeding","Left Breast","04-Sep-2020 14:08","04-Sep-2020 14:14",""
"Feeding","Right Breast","04-Sep-2020 12:46","04-Sep-2020 13:05",""
"Sleep","","04-Sep-2020 10:58","04-Sep-2020 12:23",""
"Feeding","Left Breast","04-Sep-2020 10:38","04-Sep-2020 10:43",""
"Feeding","Right Breast","04-Sep-2020 09:19","04-Sep-2020 09:28",""
"Sleep","","04-Sep-2020 08:50","04-Sep-2020 09:19",""
"Sleep","","04-Sep-2020 08:39","04-Sep-2020 08:50",""
"Feeding","Left Breast","04-Sep-2020 08:36","04-Sep-2020 08:39",""
"Sleep","","04-Sep-2020 06:23","04-Sep-2020 08:34",""
"Feeding","Left Breast","04-Sep-2020 06:09","04-Sep-2020 06:20",""
"Sleep","","04-Sep-2020 04:30","04-Sep-2020 06:09",""
"Feeding","Right Breast","04-Sep-2020 03:35","04-Sep-2020 03:43",""
"Sleep","","04-Sep-2020 01:56","04-Sep-2020 03:35",""
"Feeding","Left Breast","04-Sep-2020 01:04","04-Sep-2020 01:07",""
"Feeding","Left Breast","03-Sep-2020 23:46","03-Sep-2020 23:51",""
"Sleep","","03-Sep-2020 23:45","04-Sep-2020 01:04",""
"Feeding","Right Breast","03-Sep-2020 23:34","03-Sep-2020 23:45",""
"Feeding","Left Breast","03-Sep-2020 22:26","03-Sep-2020 22:38",""
"Feeding","Right Breast","03-Sep-2020 21:26","03-Sep-2020 21:36",""
"Sleep","","03-Sep-2020 21:08","03-Sep-2020 21:26",""
"Sleep","","03-Sep-2020 20:57","03-Sep-2020 21:08",""
"Feeding","Left Breast","03-Sep-2020 19:49","03-Sep-2020 19:56",""
"Sleep","","03-Sep-2020 18:37","03-Sep-2020 19:49",""
"Sleep","","03-Sep-2020 18:30","03-Sep-2020 18:37",""
"Feeding","Right Breast","03-Sep-2020 17:52","03-Sep-2020 18:07",""
"Sleep","","03-Sep-2020 16:58","03-Sep-2020 17:52",""
"Feeding","Left Breast","03-Sep-2020 16:14","03-Sep-2020 16:20",""
"Feeding","Left Breast","03-Sep-2020 15:08","03-Sep-2020 15:15",""
"Sleep","","03-Sep-2020 14:00","03-Sep-2020 15:08",""
"Sleep","","03-Sep-2020 13:20","03-Sep-2020 13:33",""
"Feeding","Right Breast","03-Sep-2020 12:59","03-Sep-2020 13:14",""
"Sleep","","03-Sep-2020 12:29","03-Sep-2020 12:38",""
"Sleep","","03-Sep-2020 11:48","03-Sep-2020 12:26",""
"Feeding","Left Breast","03-Sep-2020 11:25","03-Sep-2020 11:30",""
"Feeding","Right Breast","03-Sep-2020 10:00","03-Sep-2020 10:13",""
"Sleep","","03-Sep-2020 09:13","03-Sep-2020 09:58",""
"Sleep","","03-Sep-2020 07:30","03-Sep-2020 09:13",""
"Feeding","Left Breast","03-Sep-2020 07:10","03-Sep-2020 07:16",""
"Feeding","Right Breast","03-Sep-2020 07:05","03-Sep-2020 07:10",""
"Sleep","","03-Sep-2020 05:02","03-Sep-2020 07:05",""
"Feeding","Left Breast","03-Sep-2020 04:55","03-Sep-2020 05:02",""
"Sleep","","03-Sep-2020 02:34","03-Sep-2020 03:55",""
"Feeding","Right Breast","03-Sep-2020 02:17","03-Sep-2020 02:25",""
"Sleep","","02-Sep-2020 23:00","03-Sep-2020 02:17",""
"Feeding","Right Breast","02-Sep-2020 22:33","02-Sep-2020 22:40",""
"Sleep","","02-Sep-2020 21:35","02-Sep-2020 21:42",""
"Sleep","","02-Sep-2020 21:21","02-Sep-2020 21:35",""
"Feeding","Left Breast","02-Sep-2020 20:53","02-Sep-2020 21:07",""
"Feeding","Right Breast","02-Sep-2020 19:56","02-Sep-2020 20:02",""
"Sleep","","02-Sep-2020 19:38","02-Sep-2020 19:45",""
"Sleep","","02-Sep-2020 19:21","02-Sep-2020 19:39",""
"Feeding","Left Breast","02-Sep-2020 18:38","02-Sep-2020 18:47",""
"Sleep","","02-Sep-2020 17:44","02-Sep-2020 18:34",""
"Feeding","Right Breast","02-Sep-2020 16:27","02-Sep-2020 16:41",""
"Feeding","Right Breast","02-Sep-2020 15:14","02-Sep-2020 15:28",""
"Sleep","","02-Sep-2020 14:30","02-Sep-2020 15:13",""
"Sleep","","02-Sep-2020 14:21","02-Sep-2020 14:28",""
"Sleep","","02-Sep-2020 14:14","02-Sep-2020 14:17",""
"Feeding","Left Breast","02-Sep-2020 13:24","02-Sep-2020 13:30",""
"Feeding","Right Breast","02-Sep-2020 12:13","02-Sep-2020 12:20",""
"Sleep","","02-Sep-2020 11:09","02-Sep-2020 12:07",""
"Feeding","Left Breast","02-Sep-2020 10:52","02-Sep-2020 11:01",""
"Feeding","Right Breast","02-Sep-2020 09:25","02-Sep-2020 09:36",""
"Sleep","","02-Sep-2020 08:43","02-Sep-2020 09:20",""
"Sleep","","02-Sep-2020 07:50","02-Sep-2020 08:30",""
"Feeding","Left Breast","02-Sep-2020 07:42","02-Sep-2020 07:49",""
"Sleep","","02-Sep-2020 06:12","02-Sep-2020 07:42",""
"Sleep","","02-Sep-2020 05:22","02-Sep-2020 05:31",""
"Feeding","Left Breast","02-Sep-2020 05:13","02-Sep-2020 05:19",""
"Sleep","","02-Sep-2020 02:54","02-Sep-2020 05:13",""
"Feeding","Right Breast","02-Sep-2020 02:25","02-Sep-2020 02:44",""
"Sleep","","01-Sep-2020 23:00","02-Sep-2020 02:25",""
"Sleep","","01-Sep-2020 22:16","01-Sep-2020 22:28",""
"Feeding","Left Breast","01-Sep-2020 22:00","01-Sep-2020 22:04",""
"Feeding","Right Breast","01-Sep-2020 21:28","01-Sep-2020 21:35",""
"Sleep","","01-Sep-2020 21:05","01-Sep-2020 21:09",""
"Feeding","Right Breast","01-Sep-2020 20:15","01-Sep-2020 20:27",""
"Sleep","","01-Sep-2020 19:19","01-Sep-2020 19:30",""
"Feeding","Right Breast","01-Sep-2020 18:59","01-Sep-2020 19:02",""
"Sleep","","01-Sep-2020 17:55","01-Sep-2020 18:40",""
"Feeding","Left Breast","01-Sep-2020 17:45","01-Sep-2020 17:51",""
"Sleep","","01-Sep-2020 17:38","01-Sep-2020 17:45",""
"Sleep","","01-Sep-2020 17:15","01-Sep-2020 17:33",""
"Sleep","","01-Sep-2020 17:00","01-Sep-2020 17:15",""
"Feeding","Left Breast","01-Sep-2020 16:42","01-Sep-2020 17:01",""
"Sleep","","01-Sep-2020 15:54","01-Sep-2020 16:42",""
"Feeding","Left Breast","01-Sep-2020 15:39","01-Sep-2020 15:44",""
"Growth","Height","01-Sep-2020 15:33","01-Sep-2020 15:33","55cm"
"Growth","Weight","01-Sep-2020 15:33","01-Sep-2020 15:33","5.15kg"
"Feeding","Right Breast","01-Sep-2020 15:25","01-Sep-2020 15:30",""
"Sleep","","01-Sep-2020 14:05","01-Sep-2020 14:30",""
"Feeding","Left Breast","01-Sep-2020 13:54","01-Sep-2020 14:03",""
"Sleep","","01-Sep-2020 13:00","01-Sep-2020 13:45",""
"Feeding","Right Breast","01-Sep-2020 12:07","01-Sep-2020 12:18",""
"Sleep","","01-Sep-2020 11:11","01-Sep-2020 11:57",""
"Sleep","","01-Sep-2020 11:00","01-Sep-2020 11:11",""
"Feeding","Left Breast","01-Sep-2020 10:43","01-Sep-2020 10:49",""
"Feeding","Left Breast","01-Sep-2020 09:50","01-Sep-2020 09:56",""
"Feeding","Right Breast","01-Sep-2020 08:09","01-Sep-2020 08:23",""
"Sleep","","01-Sep-2020 06:31","01-Sep-2020 08:05",""
"Feeding","Left Breast","01-Sep-2020 06:20","01-Sep-2020 06:26",""
"Sleep","","01-Sep-2020 04:40","01-Sep-2020 06:19",""
"Feeding","Right Breast","01-Sep-2020 04:00","01-Sep-2020 04:11",""
"Sleep","","31-Aug-2020 23:50","01-Sep-2020 04:00",""
"Feeding","Left Breast","31-Aug-2020 22:57","31-Aug-2020 23:01",""
"Feeding","Right Breast","31-Aug-2020 22:33","31-Aug-2020 22:43",""
"Feeding","Left Breast","31-Aug-2020 21:14","31-Aug-2020 21:21",""
"Feeding","Right Breast","31-Aug-2020 20:25","31-Aug-2020 20:32",""
"Sleep","","31-Aug-2020 19:20","31-Aug-2020 20:22",""
"Feeding","Left Breast","31-Aug-2020 19:19","31-Aug-2020 19:26",""
"Feeding","Right Breast","31-Aug-2020 18:12","31-Aug-2020 18:23",""
"Sleep","","31-Aug-2020 16:43","31-Aug-2020 18:10",""
"Feeding","Left Breast","31-Aug-2020 16:19","31-Aug-2020 16:27",""
"Feeding","Right Breast","31-Aug-2020 14:56","31-Aug-2020 15:00",""
"Sleep","","31-Aug-2020 13:54","31-Aug-2020 14:32",""
"Feeding","Left Breast","31-Aug-2020 13:20","31-Aug-2020 13:29",""
"Feeding","Right Breast","31-Aug-2020 11:59","31-Aug-2020 12:16",""
"Sleep","","31-Aug-2020 10:35","31-Aug-2020 11:37",""
"Feeding","Left Breast","31-Aug-2020 10:27","31-Aug-2020 10:35",""
"Sleep","","31-Aug-2020 09:19","31-Aug-2020 10:26",""
"Feeding","Right Breast","31-Aug-2020 08:20","31-Aug-2020 08:30",""
"Sleep","","31-Aug-2020 07:55","31-Aug-2020 08:20",""
"Feeding","Left Breast","31-Aug-2020 07:38","31-Aug-2020 07:45",""
"Sleep","","31-Aug-2020 05:55","31-Aug-2020 07:37",""
"Feeding","Right Breast","31-Aug-2020 05:45","31-Aug-2020 05:54",""
"Sleep","","31-Aug-2020 04:07","31-Aug-2020 05:44",""
"Feeding","Right Breast","31-Aug-2020 03:11","31-Aug-2020 03:20",""
"Sleep","","30-Aug-2020 23:55","31-Aug-2020 03:12",""
"Feeding","Left Breast","30-Aug-2020 23:49","30-Aug-2020 23:55",""
"Feeding","Right Breast","30-Aug-2020 23:15","30-Aug-2020 23:23",""
"Sleep","","30-Aug-2020 22:20","30-Aug-2020 23:15",""
"Sleep","","30-Aug-2020 21:29","30-Aug-2020 21:37",""
"Feeding","Left Breast","30-Aug-2020 21:07","30-Aug-2020 21:12",""
"Sleep","","30-Aug-2020 19:56","30-Aug-2020 21:03",""
"Feeding","Right Breast","30-Aug-2020 19:34","30-Aug-2020 19:49",""
"Feeding","Left Breast","30-Aug-2020 18:36","30-Aug-2020 18:42",""
"Sleep","","30-Aug-2020 18:16","30-Aug-2020 18:29",""
"Feeding","Right Breast","30-Aug-2020 17:25","30-Aug-2020 17:31",""
"Sleep","","30-Aug-2020 17:07","30-Aug-2020 17:25",""
"Sleep","","30-Aug-2020 16:30","30-Aug-2020 17:08",""
"Feeding","Left Breast","30-Aug-2020 15:57","30-Aug-2020 16:07",""
"Sleep","","30-Aug-2020 14:46","30-Aug-2020 15:26",""
"Feeding","Right Breast","30-Aug-2020 14:40","30-Aug-2020 14:46",""
"Sleep","","30-Aug-2020 13:36","30-Aug-2020 14:40",""
"Feeding","Left Breast","30-Aug-2020 13:28","30-Aug-2020 13:36",""
"Sleep","","30-Aug-2020 12:15","30-Aug-2020 13:24",""
"Feeding","Right Breast","30-Aug-2020 11:14","30-Aug-2020 11:20",""
"Feeding","Left Breast","30-Aug-2020 10:18","30-Aug-2020 10:30",""
"Sleep","","30-Aug-2020 08:36","30-Aug-2020 10:01",""
"Feeding","Left Breast","30-Aug-2020 08:14","30-Aug-2020 08:23",""
"Sleep","","30-Aug-2020 07:05","30-Aug-2020 08:14",""
"Feeding","Right Breast","30-Aug-2020 06:17","30-Aug-2020 06:26",""
"Sleep","","30-Aug-2020 03:57","30-Aug-2020 06:17",""
"Feeding","Left Breast","30-Aug-2020 03:40","30-Aug-2020 03:50",""
"Sleep","","30-Aug-2020 01:40","30-Aug-2020 03:40",""
"Feeding","Right Breast","30-Aug-2020 01:01","30-Aug-2020 01:09",""
"Sleep","","29-Aug-2020 22:30","30-Aug-2020 01:01",""
"Feeding","Left Breast","29-Aug-2020 21:52","29-Aug-2020 22:01",""
"Sleep","","29-Aug-2020 20:35","29-Aug-2020 21:37",""
"Feeding","Right Breast","29-Aug-2020 20:34","29-Aug-2020 20:40",""
"Feeding","Left Breast","29-Aug-2020 19:29","29-Aug-2020 19:41",""
"Feeding","Right Breast","29-Aug-2020 18:55","29-Aug-2020 19:00",""
"Feeding","Left Breast","29-Aug-2020 17:59","29-Aug-2020 18:12",""
"Feeding","Right Breast","29-Aug-2020 16:40","29-Aug-2020 16:59",""
"Sleep","","29-Aug-2020 15:43","29-Aug-2020 16:19",""
"Feeding","Left Breast","29-Aug-2020 15:36","29-Aug-2020 15:42",""
"Sleep","","29-Aug-2020 13:26","29-Aug-2020 15:36",""
"Feeding","Right Breast","29-Aug-2020 13:11","29-Aug-2020 13:17",""
"Sleep","","29-Aug-2020 12:15","29-Aug-2020 13:05",""
"Feeding","Left Breast","29-Aug-2020 11:54","29-Aug-2020 12:01",""
"Sleep","","29-Aug-2020 11:47","29-Aug-2020 11:53",""
"Sleep","","29-Aug-2020 11:31","29-Aug-2020 11:47",""
"Feeding","Right Breast","29-Aug-2020 10:20","29-Aug-2020 10:30",""
"Sleep","","29-Aug-2020 08:31","29-Aug-2020 10:16",""
"Sleep","","29-Aug-2020 08:13","29-Aug-2020 08:25",""
"Feeding","Left Breast","29-Aug-2020 08:06","29-Aug-2020 08:13",""
"Feeding","Right Breast","29-Aug-2020 06:46","29-Aug-2020 06:56",""
"Sleep","","29-Aug-2020 04:27","29-Aug-2020 06:46",""
"Feeding","Left Breast","29-Aug-2020 04:12","29-Aug-2020 04:21",""
"Sleep","","29-Aug-2020 01:54","29-Aug-2020 04:12",""
"Feeding","Right Breast","29-Aug-2020 01:43","29-Aug-2020 01:52",""
"Sleep","","28-Aug-2020 22:47","29-Aug-2020 01:43",""
"Feeding","Left Breast","28-Aug-2020 22:30","28-Aug-2020 22:37",""
"Feeding","Left Breast","28-Aug-2020 21:29","28-Aug-2020 21:36",""
"Feeding","Right Breast","28-Aug-2020 20:51","28-Aug-2020 20:58",""
"Sleep","","28-Aug-2020 19:43","28-Aug-2020 20:38",""
"Feeding","Left Breast","28-Aug-2020 19:20","28-Aug-2020 19:30",""
"Sleep","","28-Aug-2020 18:50","28-Aug-2020 18:56",""
"Feeding","Right Breast","28-Aug-2020 18:25","28-Aug-2020 18:46",""
"Sleep","","28-Aug-2020 17:20","28-Aug-2020 18:24",""
"Feeding","Left Breast","28-Aug-2020 16:34","28-Aug-2020 16:38",""
"Feeding","Right Breast","28-Aug-2020 16:30","28-Aug-2020 16:34",""
"Sleep","","28-Aug-2020 15:39","28-Aug-2020 16:33",""
"Feeding","Right Breast","28-Aug-2020 15:28","28-Aug-2020 15:35",""
"Sleep","","28-Aug-2020 15:01","28-Aug-2020 15:28",""
"Sleep","","28-Aug-2020 14:07","28-Aug-2020 14:59",""
"Feeding","Left Breast","28-Aug-2020 13:46","28-Aug-2020 13:53",""
"Sleep","","28-Aug-2020 13:03","28-Aug-2020 13:15",""
"Feeding","Right Breast","28-Aug-2020 12:53","28-Aug-2020 12:58",""
"Sleep","","28-Aug-2020 12:02","28-Aug-2020 12:45",""
"Sleep","","28-Aug-2020 11:53","28-Aug-2020 12:02",""
"Feeding","Left Breast","28-Aug-2020 11:50","28-Aug-2020 11:57",""
"Feeding","Right Breast","28-Aug-2020 10:43","28-Aug-2020 10:53",""
"Feeding","Left Breast","28-Aug-2020 09:19","28-Aug-2020 09:32",""
"Sleep","","28-Aug-2020 08:52","28-Aug-2020 09:12",""
"Sleep","","28-Aug-2020 07:00","28-Aug-2020 08:52",""
"Sleep","","28-Aug-2020 06:30","28-Aug-2020 06:44",""
"Feeding","Right Breast","28-Aug-2020 06:23","28-Aug-2020 06:27",""
"Sleep","","28-Aug-2020 05:07","28-Aug-2020 06:01",""
"Feeding","Right Breast","28-Aug-2020 04:31","28-Aug-2020 04:35",""
"Sleep","","28-Aug-2020 02:34","28-Aug-2020 04:31",""
"Feeding","Left Breast","28-Aug-2020 02:20","28-Aug-2020 02:29",""
"Sleep","","27-Aug-2020 23:35","28-Aug-2020 02:20",""
"Feeding","Right Breast","27-Aug-2020 23:28","27-Aug-2020 23:33",""
"Sleep","","27-Aug-2020 22:39","27-Aug-2020 23:28",""
"Sleep","","27-Aug-2020 22:19","27-Aug-2020 22:39",""
"Feeding","Left Breast","27-Aug-2020 22:04","27-Aug-2020 22:15",""
"Feeding","Right Breast","27-Aug-2020 21:06","27-Aug-2020 21:14",""
"Feeding","Right Breast","27-Aug-2020 20:38","27-Aug-2020 20:45",""
"Feeding","Left Breast","27-Aug-2020 19:52","27-Aug-2020 20:00",""
"Sleep","","27-Aug-2020 18:33","27-Aug-2020 18:56",""
"Sleep","","27-Aug-2020 18:10","27-Aug-2020 18:33",""
"Feeding","Right Breast","27-Aug-2020 18:03","27-Aug-2020 18:10",""
"Sleep","","27-Aug-2020 17:36","27-Aug-2020 17:54",""
"Sleep","","27-Aug-2020 16:48","27-Aug-2020 17:35",""
"Feeding","Left Breast","27-Aug-2020 16:38","27-Aug-2020 16:46",""
"Sleep","","27-Aug-2020 16:07","27-Aug-2020 16:38",""
"Sleep","","27-Aug-2020 15:50","27-Aug-2020 16:07",""
"Feeding","Right Breast","27-Aug-2020 15:30","27-Aug-2020 15:40",""
"Sleep","","27-Aug-2020 12:59","27-Aug-2020 14:48",""
"Feeding","Left Breast","27-Aug-2020 12:29","27-Aug-2020 12:40",""
"Sleep","","27-Aug-2020 11:35","27-Aug-2020 12:29",""
"Feeding","Right Breast","27-Aug-2020 11:20","27-Aug-2020 11:32",""
"Sleep","","27-Aug-2020 10:18","27-Aug-2020 10:22",""
"Feeding","Left Breast","27-Aug-2020 10:02","27-Aug-2020 10:15",""
"Feeding","Right Breast","27-Aug-2020 08:52","27-Aug-2020 09:03",""
"Sleep","","27-Aug-2020 08:08","27-Aug-2020 08:49",""
"Sleep","","27-Aug-2020 07:20","27-Aug-2020 08:08",""
"Feeding","Right Breast","27-Aug-2020 07:15","27-Aug-2020 07:25",""
"Sleep","","27-Aug-2020 05:40","27-Aug-2020 07:16",""
"Feeding","Left Breast","27-Aug-2020 04:47","27-Aug-2020 04:56",""
"Sleep","","27-Aug-2020 03:54","27-Aug-2020 04:47",""
"Sleep","","27-Aug-2020 03:17","27-Aug-2020 03:20",""
"Feeding","Right Breast","27-Aug-2020 02:59","27-Aug-2020 03:09",""
"Sleep","","26-Aug-2020 23:30","27-Aug-2020 02:59",""
"Feeding","Right Breast","26-Aug-2020 23:03","26-Aug-2020 23:07",""
"Sleep","","26-Aug-2020 22:26","26-Aug-2020 23:00",""
"Feeding","Left Breast","26-Aug-2020 22:16","26-Aug-2020 22:25",""
"Feeding","Right Breast","26-Aug-2020 21:27","26-Aug-2020 21:35",""
"Feeding","Left Breast","26-Aug-2020 20:12","26-Aug-2020 20:25",""
"Sleep","","26-Aug-2020 19:29","26-Aug-2020 19:58",""
"Feeding","Right Breast","26-Aug-2020 18:35","26-Aug-2020 18:51",""
"Feeding","Left Breast","26-Aug-2020 17:13","26-Aug-2020 17:20",""
"Sleep","","26-Aug-2020 16:22","26-Aug-2020 16:59",""
"Feeding","Left Breast","26-Aug-2020 15:17","26-Aug-2020 15:21",""
"Feeding","Right Breast","26-Aug-2020 15:10","26-Aug-2020 15:13",""
"Sleep","","26-Aug-2020 13:40","26-Aug-2020 14:50",""
"Feeding","Left Breast","26-Aug-2020 13:19","26-Aug-2020 13:25",""
"Feeding","Right Breast","26-Aug-2020 12:21","26-Aug-2020 12:33",""
"Sleep","","26-Aug-2020 11:08","26-Aug-2020 11:45",""
"Feeding","Right Breast","26-Aug-2020 10:49","26-Aug-2020 11:00",""
"Sleep","","26-Aug-2020 09:54","26-Aug-2020 10:45",""
"Feeding","Left Breast","26-Aug-2020 09:41","26-Aug-2020 09:44",""
"Feeding","Right Breast","26-Aug-2020 09:06","26-Aug-2020 09:07",""
"Sleep","","26-Aug-2020 08:36","26-Aug-2020 08:45",""
"Feeding","Right Breast","26-Aug-2020 08:14","26-Aug-2020 08:26",""
"Sleep","","26-Aug-2020 07:30","26-Aug-2020 08:15",""
"Feeding","Left Breast","26-Aug-2020 06:37","26-Aug-2020 06:46",""
"Sleep","","26-Aug-2020 05:41","26-Aug-2020 06:20",""
"Feeding","Right Breast","26-Aug-2020 04:58","26-Aug-2020 05:07",""
"Sleep","","26-Aug-2020 03:13","26-Aug-2020 04:58",""
"Feeding","Left Breast","26-Aug-2020 02:53","26-Aug-2020 03:03",""
"Sleep","","25-Aug-2020 23:00","26-Aug-2020 02:53",""
"Feeding","Right Breast","25-Aug-2020 22:50","25-Aug-2020 22:55",""
"Feeding","Left Breast","25-Aug-2020 22:12","25-Aug-2020 22:19",""
"Feeding","Right Breast","25-Aug-2020 20:58","25-Aug-2020 21:09",""
"Sleep","","25-Aug-2020 19:19","25-Aug-2020 20:10",""
"Feeding","Left Breast","25-Aug-2020 19:00","25-Aug-2020 19:10",""
"Sleep","","25-Aug-2020 17:45","25-Aug-2020 18:01",""
"Sleep","","25-Aug-2020 17:02","25-Aug-2020 17:34",""
"Feeding","Left Breast","25-Aug-2020 16:45","25-Aug-2020 16:56",""
"Feeding","Right Breast","25-Aug-2020 15:25","25-Aug-2020 15:37",""
"Sleep","","25-Aug-2020 14:43","25-Aug-2020 15:24",""
"Sleep","","25-Aug-2020 14:11","25-Aug-2020 14:20",""
"Diapering","Poo","25-Aug-2020 13:52","25-Aug-2020 13:52",""
"Feeding","Left Breast","25-Aug-2020 13:48","25-Aug-2020 13:56",""
"Sleep","","25-Aug-2020 12:02","25-Aug-2020 13:42",""
"Growth","Height","13-Aug-2020 09:34","13-Aug-2020 09:34","53cm"
"Growth","Weight","13-Aug-2020 09:34","13-Aug-2020 09:34","4.53kg"
"Growth","Weight","11-Aug-2020 11:21","11-Aug-2020 11:21","4.38kg"
"Growth","Height","11-Aug-2020 11:21","11-Aug-2020 11:21","52cm"
"Sleep","","07-Aug-2020 08:40","07-Aug-2020 12:00",""
"Sleep","","07-Aug-2020 07:20","07-Aug-2020 08:00","7:20"
"Sleep","","07-Aug-2020 04:47","07-Aug-2020 06:41",""
"Sleep","","07-Aug-2020 02:03","07-Aug-2020 04:33",""
"Sleep","","06-Aug-2020 21:52","07-Aug-2020 01:32",""
"Sleep","","06-Aug-2020 19:33","06-Aug-2020 19:42",""
"Sleep","","06-Aug-2020 19:14","06-Aug-2020 19:31",""
"Sleep","","06-Aug-2020 15:34","06-Aug-2020 17:30",""
"Sleep","","06-Aug-2020 14:30","06-Aug-2020 14:53",""
"Sleep","","06-Aug-2020 12:00","06-Aug-2020 12:30",""
"Sleep","","06-Aug-2020 08:36","06-Aug-2020 09:35",""
"Sleep","","06-Aug-2020 06:30","06-Aug-2020 08:00",""
"Sleep","","06-Aug-2020 04:00","06-Aug-2020 06:00",""
"Sleep","","05-Aug-2020 23:00","06-Aug-2020 01:45",""
"Feeding","Right Breast","22-Jul-2020 08:00","22-Jul-2020 08:13",""
"Feeding","Right Breast","22-Jul-2020 04:48","22-Jul-2020 04:53",""
"Feeding","Left Breast","22-Jul-2020 03:51","22-Jul-2020 04:01",""
"Feeding","Left Breast","21-Jul-2020 23:17","21-Jul-2020 23:23",""
"Feeding","Right Breast","21-Jul-2020 22:40","21-Jul-2020 22:50",""
"Feeding","Left Breast","21-Jul-2020 22:00","21-Jul-2020 22:08",""
"Feeding","Left Breast","21-Jul-2020 20:26","21-Jul-2020 20:34",""
"Feeding","Right Breast","21-Jul-2020 19:37","21-Jul-2020 19:45",""
"Feeding","Left Breast","21-Jul-2020 16:32","21-Jul-2020 16:39",""
"Feeding","Right Breast","21-Jul-2020 14:28","21-Jul-2020 14:36",""
"Feeding","Right Breast","21-Jul-2020 13:27","21-Jul-2020 13:35",""
"Feeding","Left Breast","21-Jul-2020 12:22","21-Jul-2020 12:33",""
"Feeding","Right Breast","21-Jul-2020 11:03","21-Jul-2020 11:11",""
